choraleNumber,voiceType,amountOfArpeggiation,averageMelodicInterval,durationOfMelodicIntervals,repeatedNotes,melodicTempiIndivLines,rangeIndivVoices,stepwiseMinusChromaticIndiv
79,S,0.212121212,1.818181818,15,0.090909091,0.339636573,-1.287919303,0.515151515
81,B,0.277777778,2.851851852,16.66666667,0.092592593,-0.889547812,1.560098093,0.351851852
81,T,0.307692308,2.730769231,16.33333333,0.134615385,-0.626703352,1.560098093,0.307692308
81,A,0.290909091,1.690909091,12.5,0.2,-1.018190439,-0.342269558,0.236363636
81,S,0.11627907,1.674418605,7.6,0.093023256,0.672840061,-0.653796752,0.534883721
82,B,0.333333333,3.555555556,11,0.055555556,-0.245504017,1.368754512,0.277777778
82,T,0.170731707,2.073170732,7.2,0.097560976,-1.137463164,0.54328838,0.365853659
82,A,0.358974359,1.358974359,11.33333333,0.307692308,-0.791297089,0.231761186,0.41025641
82,S,0.189189189,1.945945946,11,0.108108108,-0.431346783,-0.019674202,0.540540541
83,B,0.11627907,2.418604651,9.75,0.023255814,-1.471724674,0.483196574,0.488372093
83,T,0.390243902,1.707317073,9,0.317073171,-1.137463164,-1.036483915,0.292682927
83,A,0.377777778,1.511111111,6.8,0.333333333,-1.79563439,-0.653796752,0.4
83,S,0.419354839,1.35483871,9.333333333,0.35483871,0.757054966,-0.402361365,0.193548387
84,B,0.142857143,2.2,22.33333333,0.042857143,-2.142774586,2.445656031,0.557142857
84,T,0.37254902,1.31372549,15,0.333333333,0.096639083,-0.019674202,0.333333333
84,A,0.29787234,1.617021277,14.33333333,0.234042553,0.653751349,-1.036483915,0.425531915
84,S,0.342857143,1.314285714,15,0.314285714,2.677646394,-0.402361365,0.314285714
85,B,0.214285714,2.607142857,17.66666667,0.035714286,-1.810527695,1.17741093,0.339285714
85,T,0.298245614,1.98245614,13.25,0.210526316,-1.939229236,-1.036483915,0.350877193
85,A,0.368421053,1.333333333,6.571428571,0.298245614,-1.939229236,-1.670606465,0.315789474
85,S,0.351351351,1.351351351,11,0.243243243,1.050705135,-1.036483915,0.351351351
86,B,0.218181818,2.836363636,16.66666667,0.036363636,-0.479451407,1.811533481,0.381818182
86,T,0.301886792,2.169811321,16.66666667,0.132075472,-0.244613621,0.614448348,0.358490566
86,A,0.215686275,1.901960784,5.25,0.117647059,-0.002805204,-0.785048527,0.392156863
86,S,0.181818182,1.818181818,13.33333333,0.090909091,0.910494598,-0.90523214,0.522727273
87,B,0.273584906,3.245283019,20,0.018867925,-1.875032144,1.811533481,0.311320755
87,T,0.271028037,2.130841121,16.83333333,0.130841121,-1.944545095,0.040417605,0.373831776
87,A,0.32,1.64,13.28571429,0.27,-1.448553539,0.100509411,0.44
87,S,0.204545455,1.818181818,16.6,0.136363636,-0.536927465,-0.211017783,0.443181818
88,B,0.216216216,3.027027027,6.4,0.027027027,-0.005793911,0.483196574,0.405405405
88,T,0.447368421,2.263157895,7,0.289473684,-0.177530758,-0.653796752,0.342105263
88,A,0.311111111,1.688888889,9.75,0.177777778,-1.291656613,0.040417605,0.4
88,S,0.1,2.166666667,6.25,0.033333333,1.324410672,-0.90523214,0.533333333
89,B,0.210526316,3.175438596,10.4,0.01754386,2.104463977,0.423104767,0.403508772
89,T,0.327586207,1.534482759,7.142857143,0.224137931,1.98269757,-1.287919303,0.275862069
89,A,0.237288136,1.423728814,10.8,0.186440678,1.863341993,-1.036483915,0.406779661
89,S,0.230769231,1.230769231,12,0.230769231,2.754234648,-0.593704946,0.461538462
90,B,0.236363636,3.345454545,10,0.018181818,1.378411962,2.134128836,0.381818182
90,T,0.236111111,2.513888889,13.2,0.041666667,-0.493985148,-0.402361365,0.416666667
90,A,0.206349206,1.904761905,20,0.111111111,0.437687832,0.291852992,0.317460317
90,S,0.2,1.95,5.666666667,0.075,3.650713883,-0.90523214,0.525
91,B,0.363636364,3.96969697,12.2,0.090909091,1.086288619,3.019686774,0.287878788
91,T,0.359375,1.578125,11.8,0.265625,1.298832155,-1.036483915,0.3125
91,A,0.37704918,1.344262295,13.25,0.295081967,1.631396721,-1.287919303,0.295081967
91,S,0.466666667,1.644444444,13.33333333,0.333333333,3.81093669,-1.53935469,0.333333333
93,B,0.229508197,3.114754098,19.33333333,0.032786885,0.214090224,2.828343193,0.31147541
93,T,0.328358209,2.119402985,12.4,0.208955224,-0.420801401,0.231761186,0.402985075
93,A,0.385714286,1.557142857,21.66666667,0.285714286,-0.720935971,0.231761186,0.228571429
93,S,0.296296296,1.944444444,6.571428571,0.148148148,1.029520042,-0.653796752,0.444444444
94,B,0.186440678,3.118644068,18.66666667,0,-0.362860277,2.07403703,0.389830508
94,T,0.180327869,2.098360656,19.33333333,0.131147541,-0.594467119,0.865883736,0.459016393
94,A,0.134615385,2.192307692,16,0.057692308,0.504880037,0.483196574,0.480769231
94,S,0.173076923,2.192307692,7.5,0.076923077,0.504880037,-0.402361365,0.576923077
95,B,0.206349206,3.26984127,9.333333333,0,0.600534334,1.057227317,0.285714286
95,T,0.271428571,2.214285714,10.5,0.114285714,-0.12640922,-0.019674202,0.4
95,A,0.25,1.847222222,6.888888889,0.194444444,-0.32216951,-1.036483915,0.361111111
95,S,0.227272727,2.272727273,7.125,0.106060606,0.280315809,-0.402361365,0.545454545
96,B,0.162790698,3.534883721,20.5,0.023255814,1.258939739,0.614448348,0.302325581
96,T,0.333333333,1.466666667,10.25,0.288888889,0.949552179,-0.653796752,0.466666667
96,A,0.333333333,1.384615385,11,0.256410256,1.926627092,-1.53935469,0.333333333
96,S,0.3125,1.8125,9,0.1875,3.313826326,-1.730698272,0.46875
97,B,0.230769231,2.549450549,17.2,0.065934066,-1.15354425,0.483196574,0.340659341
97,T,0.288461538,1.778846154,25,0.173076923,-2.129352535,0.423104767,0.403846154
97,A,0.294117647,1.588235294,33,0.235294118,-1.984700565,-0.150925977,0.392156863
97,S,0.271428571,1.885714286,8.571428571,0.128571429,0.680411785,-0.653796752,0.371428571
98,B,0.269230769,2.230769231,15.66666667,0.153846154,-2.016275829,1.308662705,0.211538462
98,T,0.404255319,1.340425532,4.5,0.340425532,-1.291656613,-2.364820822,0.361702128
98,A,0.355555556,1.733333333,7.6,0.266666667,-0.987004517,-0.402361365,0.355555556
98,S,0.514285714,1.257142857,7.75,0.342857143,0.723073513,-1.922041853,0.2
99,B,0.1875,3,20.33333333,0.015625,-1.4892199,1.560098093,0.390625
99,T,0.283333333,2.166666667,19,0.15,-1.03007259,0.423104767,0.366666667
99,A,0.222222222,1.619047619,14.75,0.158730159,-1.376383702,-0.150925977,0.412698413
99,S,0.16,1.66,15.66666667,0.12,0.232028639,-1.287919303,0.46
100,B,0.23880597,3.014925373,15.75,0.014925373,-0.740101027,2.576907805,0.402985075
100,T,0.383333333,2.15,14,0.216666667,0.026312521,-0.845140334,0.35
100,A,0.385964912,1.666666667,10.2,0.280701754,0.378779162,-1.479262884,0.245614035
100,S,0.191489362,1.723404255,14.66666667,0.127659574,1.701023959,-1.287919303,0.446808511
101,B,0.196969697,2.818181818,21,0.015151515,-1.711340404,1.560098093,0.454545455
101,T,0.280701754,2.070175439,13.25,0.157894737,-0.670645174,-0.211017783,0.385964912
101,A,0.271186441,1.898305085,18.66666667,0.169491525,-0.911817976,0.291852992,0.406779661
101,S,0.142857143,1.653061224,15.33333333,0.12244898,0.369906842,-1.287919303,0.489795918
102,B,0.179487179,2.512820513,25,0.038461538,-0.883660554,1.691349867,0.474358974
102,T,0.321428571,2.19047619,15.8,0.142857143,-1.412838464,0.231761186,0.392857143
102,A,0.411764706,1.382352941,15.75,0.323529412,0.074272316,-0.150925977,0.235294118
102,S,0.274509804,2.078431373,8.8,0.215686275,2.059003073,-0.653796752,0.431372549
103,B,0.315789474,3.649122807,13.25,0.035087719,0.84781769,2.385564224,0.280701754
103,T,0.226415094,2.41509434,25.5,0.113207547,1.347266487,-0.079766009,0.377358491
103,A,0.238095238,2.26984127,20,0.111111111,0.160380179,-0.593704946,0.380952381
103,S,0.142857143,2.19047619,13,0.071428571,2.973436271,-0.90523214,0.547619048
104,B,0.304878049,3.512195122,15.2,0.036585366,-1.239603604,2.325472418,0.317073171
104,T,0.405797101,1.304347826,33.5,0.289855072,-0.026709972,-0.211017783,0.217391304
104,A,0.428571429,1.628571429,22,0.342857143,-0.12640922,-0.462453171,0.385714286
104,S,0.264705882,1.985294118,21.33333333,0.176470588,0.074272316,1.308662705,0.279411765
105,B,0.230769231,3.192307692,16.33333333,0.038461538,0.504880037,2.888435,0.326923077
105,T,0.245283019,2.094339623,12.25,0.132075472,0.374671606,1.17741093,0.41509434
105,A,0.296296296,2.018518519,17,0.166666667,0.246734277,1.117319124,0.333333333
105,S,0.25,1.775,12.33333333,0.175,2.305015955,0.674540155,0.375
106,B,0.298245614,3.438596491,13.25,0.052631579,-0.670645174,0.231761186,0.350877193
106,T,0.37254902,1.31372549,8.8,0.31372549,0.096639083,-1.53935469,0.411764706
106,A,0.38,1.54,7.333333333,0.24,0.232028639,-1.670606465,0.24
106,S,0.244444444,1.333333333,13.66666667,0.222222222,0.949552179,-1.982133659,0.511111111
107,B,0.365384615,3.807692308,16.33333333,0.057692308,-0.036402694,1.057227317,0.365384615
107,T,0.448979592,1.979591837,14,0.306122449,0.369906842,-0.402361365,0.285714286
107,A,0.448979592,1.204081633,11,0.387755102,0.369906842,-1.479262884,0.346938776
107,S,0.333333333,1.555555556,9.5,0.244444444,0.949552179,-1.982133659,0.444444444
108,B,0.116666667,2.433333333,11,0.016666667,-0.479451407,0.483196574,0.433333333
108,T,0.42,1.96,15.66666667,0.32,0.772644579,1.057227317,0.32
108,A,0.254901961,1.647058824,11.5,0.235294118,0.637490594,-0.653796752,0.509803922
108,S,0.25,1.5,10,0.214285714,-0.002805204,-0.90523214,0.428571429
109,B,0.134920635,2.571428571,24.2,0,-0.743943202,1.942785255,0.428571429
109,T,0.23364486,1.887850467,10.66666667,0.158878505,0.404451385,-0.402361365,0.38317757
109,A,0.262295082,1.918032787,23.4,0.155737705,-0.515134579,0.483196574,0.442622951
109,S,0.402061856,1.216494845,31.33333333,0.340206186,1.087481038,-0.653796752,0.268041237
110,B,0.176470588,2.823529412,16,0.039215686,-0.259802464,1.308662705,0.490196078
110,T,0.166666667,2.216666667,11,0.083333333,-1.388297978,-0.150925977,0.433333333
110,A,0.26,2.04,4.444444444,0.1,-0.124959054,-1.670606465,0.28
110,S,0.363636364,2.045454545,5.285714286,0.159090909,0.737625043,-0.90523214,0.522727273
111,B,0.227272727,3.363636364,13.33333333,0.022727273,0.068241288,1.942785255,0.295454545
111,T,0.357142857,2.071428571,12.66666667,0.142857143,0.364313423,-1.036483915,0.285714286
111,A,0.444444444,1.777777778,9.75,0.333333333,-0.075600916,-0.402361365,0.111111111
111,S,0.085714286,1.942857143,7.75,0.028571429,1.511219365,-1.287919303,0.628571429
112,B,0.357142857,3.571428571,9.25,0.023809524,-0.510475699,1.188479092,0.214285714
112,T,0.416666667,2.416666667,6,0.166666667,0.533888867,-0.653796752,0.305555556
112,A,0.488372093,2.372093023,6,0.23255814,-0.672162373,-0.27110959,0.255813953
112,S,0.206896552,1.896551724,8.666666667,0.103448276,1.988246793,0.865883736,0.482758621
113,B,0.215686275,2.745098039,16,0.078431373,0.096639083,2.385564224,0.470588235
113,T,0.204545455,1.590909091,9.75,0.181818182,1.102434395,-0.150925977,0.454545455
113,A,0.355555556,1.444444444,21.5,0.222222222,0.949552179,-0.211017783,0.311111111
113,S,0.35483871,1.935483871,9.333333333,0.193548387,3.543247126,0.423104767,0.387096774
114,B,0.272727273,3.090909091,12.2,0.03030303,-1.820729176,0.483196574,0.515151515
114,T,0.458333333,1.395833333,15,0.333333333,0.369906842,-1.096575721,0.270833333
114,A,0.446808511,1.191489362,7.8,0.404255319,0.510426057,-1.036483915,0.170212766
114,S,0.512820513,1.666666667,4.833333333,0.384615385,1.752845612,-1.982133659,0.307692308
115,B,0.221052632,3.052631579,30.33333333,0.021052632,0.582037955,2.265380611,0.389473684
115,T,0.276315789,2,17.75,0.105263158,2.055557662,-0.402361365,0.421052632
115,A,0.236111111,1.861111111,7.875,0.138888889,2.535016867,-1.036483915,0.388888889
115,S,0.28125,1.6875,9.5,0.1875,3.395845155,-0.90523214,0.53125
116,B,0.203703704,2.740740741,17,0.055555556,-0.295955152,1.308662705,0.444444444
116,T,0.25,2.1875,7,0.166666667,0.510426057,-0.019674202,0.5
116,A,0.386363636,1.386363636,9.75,0.295454545,1.102434395,-0.785048527,0.25
116,S,0.380952381,1.404761905,12.66666667,0.357142857,1.419320989,-0.653796752,0.357142857
117,B,0.242424242,3.757575758,10,0,0.339636573,1.89376161,0.363636364
117,T,0.285714286,1.714285714,7.4,0.214285714,-1.305978171,-1.287919303,0.333333333
117,A,0.422222222,1.466666667,14,0.333333333,-1.79563439,-1.287919303,0.311111111
117,S,0.375,2.375,5.2,0.15625,0.545282095,-1.096575721,0.46875
118,B,0.258373206,3.177033493,51.25,0.014354067,-1.480670267,4.085520132,0.315789474
118,T,0.181034483,2.193965517,15.42857143,0.077586207,-2.256314501,0.734631961,0.452586207
118,A,0.175115207,1.976958525,11.70588235,0.082949309,-1.756563281,0.100509411,0.419354839
118,S,0.297709924,1.671755725,11.8,0.221374046,1.809589356,-0.90523214,0.519083969
119,B,0.315789474,3,24.33333333,0.052631579,-0.921401153,1.368754512,0.263157895
119,T,0.362318841,1.579710145,15.25,0.202898551,-0.24445303,-0.402361365,0.304347826
119,A,0.323943662,1.492957746,16.5,0.295774648,-0.443358468,0.291852992,0.323943662
119,S,0.215686275,1.568627451,8.8,0.137254902,1.838445171,-0.653796752,0.392156863
120,B,0.4,3.644444444,14,0.088888889,-0.27546451,2.456724192,0.333333333
120,T,0.25,1.95,12.33333333,0.125,0.524613462,-0.653796752,0.475
120,A,0.368421053,1.789473684,6.2,0.210526316,0.870815464,-1.036483915,0.368421053
120,S,0.35483871,2,6.5,0.225806452,2.251814923,-1.156667528,0.516129032
121,B,0.206896552,2.83908046,28,0.045977011,-0.850802932,2.385564224,0.413793103
121,T,0.178947368,2.094736842,22.75,0.105263158,-1.448553539,1.057227317,0.421052632
121,A,0.333333333,1.888888889,11.71428571,0.177777778,-1.07930516,0.925975543,0.344444444
121,S,0.309090909,1.909090909,4.4,0.2,2.123812415,-0.90523214,0.363636364
122,B,0.333333333,3.333333333,14,0.044444444,-0.27546451,1.691349867,0.422222222
122,T,0.307692308,2.076923077,9.2,0.153846154,-1.280027059,-0.019674202,0.423076923
122,A,0.222222222,1.422222222,13.66666667,0.155555556,-0.27546451,-1.730698272,0.4
122,S,0.285714286,1.428571429,13,0.261904762,0.194409565,-1.730698272,0.452380952
123,B,0.234042553,3.234042553,14.66666667,0.021276596,-0.574231912,0.865883736,0.319148936
123,T,0.255813953,2.046511628,13,0.186046512,0.034625168,-0.90523214,0.441860465
123,A,0.288888889,1.822222222,10.25,0.2,-0.27546451,0.111577572,0.422222222
123,S,0.302325581,1.581395349,9.75,0.23255814,0.034625168,-1.730698272,0.465116279
124,B,0.219512195,2.585365854,19.5,0.024390244,-1.137463164,2.70815958,0.463414634
124,T,0.282051282,1.58974359,12,0.230769231,-0.791297089,-0.27110959,0.487179487
124,A,0.230769231,1.948717949,12,0.128205128,-0.791297089,-0.27110959,0.512820513
124,S,0.0625,1.875,9.666666667,0.0625,0.545282095,-0.90523214,0.5625
125,B,0.134328358,2.47761194,15.75,0.029850746,-0.418328881,0.805791929,0.432835821
125,T,0.307692308,1.692307692,20.66666667,0.215384615,-0.22487889,-0.402361365,0.415384615
125,A,0.442857143,1.514285714,22,0.328571429,-0.700460244,-0.522544978,0.214285714
125,S,0.24,2.2,15.66666667,0.06,1.410717178,-0.773980366,0.52
126,B,0.244444444,3.244444444,9.75,0.066666667,-0.987004517,1.057227317,0.4
126,T,0.435897436,2.333333333,6.8,0.256410256,-0.005793911,-0.90523214,0.384615385
126,A,0.375,1.225,8.75,0.325,-0.177530758,-2.364820822,0.3
126,S,0.428571429,1.571428571,12.5,0.321428571,2.226766593,-1.53935469,0.392857143
127,B,0.210526316,3.236842105,24.33333333,0,-2.172390892,3.271122162,0.407894737
127,T,0.353846154,2.153846154,9.666666667,0.138461538,-1.040207975,0.231761186,0.369230769
127,A,0.446428571,1.660714286,12.75,0.285714286,-0.002805204,-0.402361365,0.160714286
127,S,0.344827586,1.5,10.4,0.25862069,-0.244613621,-0.019674202,0.448275862
128,B,0.320512821,3.461538462,14.6,0.08974359,-1.336668454,2.134128836,0.282051282
128,T,0.338235294,1.852941176,21.66666667,0.264705882,-0.368195771,0.423104767,0.426470588
128,A,0.32,1.653333333,11.16666667,0.226666667,-1.056581462,-0.653796752,0.386666667
128,S,0.355932203,1.813559322,13,0.220338983,0.611263571,-0.90523214,0.389830508
129,B,0.230769231,2.923076923,20.66666667,0,-1.548771727,1.631258061,0.384615385
129,T,0.166666667,2.1,9,0.05,-0.973721067,0.291852992,0.433333333
129,A,0.25862069,2.189655172,6.125,0.086206897,-0.733773441,0.100509411,0.396551724
129,S,0.2,2.488888889,10.25,0.022222222,1.024279198,-0.019674202,0.511111111
130,B,0.248,2.672,19.83333333,0.048,-0.834502032,2.07403703,0.4
130,T,0.241935484,2.10483871,23.8,0.14516129,-0.779441995,0.925975543,0.35483871
130,A,0.341666667,1.625,13.625,0.233333333,-0.555741623,0.734631961,0.366666667
130,S,0.139534884,2.127906977,16,0.058139535,1.66399937,-0.27110959,0.511627907
131,B,0.242424242,3.393939394,9.666666667,0.03030303,0.339636573,-0.079766009,0.393939394
131,T,0.413793103,1.137931034,13,0.344827586,1.201433694,-1.922041853,0.275862069
131,A,0.466666667,1.466666667,8.666666667,0.4,0.975548155,-2.042225466,0.466666667
131,S,0.205882353,3.029411765,5.8,0.058823529,0.1395932,0.231761186,0.294117647
132,B,0.229508197,3.049180328,11,0.016393443,-0.20002899,0.805791929,0.409836066
132,T,0.327586207,2.810344828,8.666666667,0.086206897,0.141987789,0.36301296,0.344827586
132,A,0.333333333,1.85,14,0.216666667,-0.087666142,0.925975543,0.35
132,S,0.294117647,1.921568627,11.75,0.137254902,1.007286482,-0.27110959,0.568627451
133,B,0.413793103,3.965517241,13.25,0.034482759,-1.262288368,1.822601642,0.275862069
133,T,0.404255319,1.489361702,8.4,0.319148936,0.096639083,-1.096575721,0.212765957
133,A,0.487804878,1.243902439,8,0.365853659,0.949552179,-1.730698272,0.268292683
133,S,0.333333333,1.307692308,8.25,0.256410256,1.258939739,-1.730698272,0.41025641
134,B,0.304347826,2.869565217,22,0.043478261,-1.954120295,1.942785255,0.304347826
134,T,0.348837209,1.930232558,13,0.209302326,-1.471724674,0.040417605,0.465116279
134,A,0.444444444,1.5,4.166666667,0.305555556,-0.245504017,-0.785048527,0.305555556
134,S,0.333333333,1.878787879,7,0.090909091,0.339636573,0.483196574,0.333333333
135,B,0.214285714,2.821428571,10.2,0.035714286,-1.810527695,0.36301296,0.482142857
135,T,0.20754717,2.377358491,7.833333333,0.075471698,-1.415180772,0.231761186,0.377358491
135,A,0.285714286,2.142857143,5.875,0.142857143,-1.810527695,-0.402361365,0.339285714
135,S,0.2,2.35,9,0.125,0.524613462,-0.019674202,0.375
136,B,0.270833333,3.0625,22.75,0.03125,-1.154265915,2.194220643,0.364583333
136,T,0.284210526,1.852631579,18,0.178947368,-1.07930516,0.925975543,0.4
136,A,0.306818182,1.977272727,9.625,0.193181818,-0.536927465,-1.036483915,0.465909091
136,S,0.255813953,1.790697674,11,0.197674419,-0.375636236,-0.90523214,0.511627907
137,B,0.275862069,3.310344828,8.666666667,0.022988506,1.980462774,1.308662705,0.310344828
137,T,0.305882353,1.870588235,27.33333333,0.152941176,2.145092878,-0.211017783,0.270588235
137,A,0.295454545,1.875,21,0.181818182,1.899801241,-0.150925977,0.443181818
137,S,0.310344828,1.67816092,13.16666667,0.24137931,1.980462774,-0.90523214,0.471264368
138,B,0.254901961,3.019607843,16,0.058823529,0.893107449,1.057227317,0.411764706
138,T,0.346153846,2,7.5,0.230769231,0.760422131,-1.53935469,0.442307692
138,A,0.358490566,1.132075472,6.285714286,0.301886792,0.630231329,-2.113385434,0.283018868
138,S,0.19047619,1.714285714,9.25,0.142857143,2.228244463,-1.730698272,0.452380952
139,B,0.272727273,3.272727273,26,0.072727273,-0.422699086,1.691349867,0.363636364
139,T,0.4,1.872727273,12.75,0.236363636,-0.422699086,-0.402361365,0.290909091
139,A,0.365384615,1.865384615,12,0.25,-0.036402694,-0.653796752,0.307692308
139,S,0.176470588,2.039215686,5.125,0.078431373,0.096639083,-1.156667528,0.509803922
140,B,0.229166667,2.625,11,0.083333333,0.580577953,0.734631961,0.291666667
140,T,0.31372549,2.235294118,11.75,0.215686275,0.162743754,-0.653796752,0.411764706
140,A,0.4,1.32,5.571428571,0.34,0.29942948,-1.922041853,0.34
140,S,0.208333333,2.083333333,4.75,0.083333333,0.580577953,-1.156667528,0.458333333
141,B,0.174603175,2.952380952,19.66666667,0.015873016,-1.4892199,1.057227317,0.476190476
141,T,0.275862069,2.034482759,8.5,0.189655172,-0.911817976,-0.019674202,0.465517241
141,A,0.215384615,2.246153846,12,0.123076923,-1.711340404,0.614448348,0.476923077
141,S,0.132075472,1.962264151,5.375,0.075471698,-0.295955152,-1.156667528,0.58490566
142,B,0.096153846,2.153846154,16,0.057692308,-0.036402694,1.811533481,0.442307692
142,T,0.333333333,2.145833333,5,0.166666667,0.510426057,-1.036483915,0.4375
142,A,0.166666667,1.944444444,9.6,0.12962963,-0.295955152,-0.019674202,0.462962963
142,S,0.176470588,2.039215686,4.444444444,0.078431373,0.096639083,-1.156667528,0.509803922
143,B,0.222222222,3.222222222,4.833333333,0,-0.770649155,0.614448348,0.361111111
143,T,0.388888889,1.638888889,11,0.305555556,-0.770649155,-1.036483915,0.25
143,A,0.424242424,1.424242424,7,0.363636364,-0.187286315,-2.113385434,0.272727273
143,S,0.333333333,1.962962963,3.333333333,0.185185185,1.128629911,-2.173477241,0.333333333
144,B,0.303571429,4.428571429,8.333333333,0,-0.002805204,2.828343193,0.392857143
144,T,0.188679245,1.773584906,6.285714286,0.169811321,0.374671606,-1.036483915,0.433962264
144,A,0.363636364,1.709090909,9.8,0.218181818,0.120946383,-1.036483915,0.272727273
144,S,0.225,2.3,6.6,0.15,2.305015955,-0.90523214,0.475
145,B,0.207317073,2.707317073,26.33333333,0.06097561,-1.667375464,2.194220643,0.402439024
145,T,0.473684211,1.894736842,9.8,0.333333333,0.71053131,-0.653796752,0.298245614
145,A,0.406779661,1.542372881,13.75,0.322033898,0.492216207,-0.27110959,0.305084746
145,S,0.333333333,1.947368421,13,0.228070175,0.71053131,0.231761186,0.438596491
146,B,0.301886792,3.037735849,6.428571429,0.094339623,-0.167227124,1.691349867,0.433962264
146,T,0.25,1.958333333,11,0.1875,0.510426057,0.040417605,0.416666667
146,A,0.340425532,1.468085106,14.66666667,0.212765957,0.653751349,-1.53935469,0.255319149
146,S,0.25,1.833333333,10.75,0.166666667,0.510426057,-1.096575721,0.479166667
147,B,0.212765957,3.021276596,10.75,0.042553191,1.451912024,1.942785255,0.382978723
147,T,0.5,2.261904762,7,0.30952381,2.228244463,-1.227827496,0.261904762
147,A,0.361702128,1.659574468,10.5,0.234042553,1.451912024,-1.53935469,0.425531915
147,S,0.230769231,1.871794872,8.75,0.102564103,2.748003787,0.231761186,0.461538462
148,B,0.267857143,2.821428571,13,0.071428571,-1.145110036,1.691349867,0.357142857
148,T,0.368421053,1.719298246,18,0.263157895,-1.270395727,0.040417605,0.368421053
148,A,0.322033898,1.694915254,10.8,0.237288136,-1.516392169,-0.019674202,0.355932203
148,S,0.372093023,2.186046512,7.6,0.186046512,0.672840061,-0.27110959,0.465116279
149,B,0.20212766,2.617021277,30,0.063829787,-1.386821523,3.199962194,0.35106383
149,T,0.336956522,2.239130435,29.66666667,0.184782609,-1.231912322,0.925975543,0.369565217
149,A,0.301075269,1.806451613,17,0.182795699,-1.309664934,-0.150925977,0.387096774
149,S,0.253521127,2,8.285714286,0.14084507,0.582555613,-0.653796752,0.478873239
150,B,0.168674699,2.674698795,19.75,0.012048193,-1.51129715,1.942785255,0.43373494
150,T,0.345454545,1.472727273,17.33333333,0.254545455,1.378411962,-0.402361365,0.327272727
150,A,0.368421053,1.719298246,18,0.280701754,1.130729453,0.925975543,0.280701754
150,S,0.365853659,1.414634146,8.75,0.292682927,3.467787062,-0.150925977,0.243902439
151,B,0.21875,3.15625,7,0.03125,0.649447031,0.423104767,0.34375
151,T,0.368421053,2.289473684,11.66666667,0.184210526,-0.525037944,0.171669379,0.368421053
151,A,0.285714286,2.057142857,16.5,0.142857143,0.040169653,0.231761186,0.457142857
151,S,0.2,1.766666667,6.5,0.133333333,1.08643341,-1.730698272,0.366666667
152,B,0.222222222,3.644444444,10.25,0.022222222,0.214819914,2.445656031,0.4
152,T,0.416666667,2.104166667,15,0.25,-0.216870883,0.674540155,0.354166667
152,A,0.288888889,1.666666667,14,0.222222222,0.214819914,0.231761186,0.355555556
152,S,0.125,1.725,12.33333333,0.05,0.995600416,0.231761186,0.5
153,B,0.296296296,3.481481481,12.5,0.018518519,-0.889547812,2.768251387,0.333333333
153,T,0.280701754,2.333333333,5.875,0.140350877,-1.270395727,-1.287919303,0.385964912
153,A,0.339285714,2.035714286,10,0.160714286,-1.145110036,-0.402361365,0.375
153,S,0.305555556,2.5,8,0.027777778,1.879921191,0.171669379,0.416666667
154,B,0.237623762,2.95049505,19.2,0.02970297,0.935779395,2.445656031,0.356435644
154,T,0.294642857,2.089285714,27,0.151785714,0.215610651,1.368754512,0.410714286
154,A,0.228571429,1.761904762,25.25,0.123809524,0.665391747,0.734631961,0.40952381
154,S,0.46875,1.671875,14.75,0.328125,4.238221028,0.231761186,0.296875
155,B,0.347826087,3.47826087,13.66666667,0.108695652,0.232028639,2.636999612,0.260869565
155,T,0.204545455,2.295454545,13.66666667,0.068181818,0.510426057,-0.211017783,0.568181818
155,A,0.5,1.863636364,7.4,0.340909091,0.510426057,0.171669379,0.068181818
155,S,0.25,2.35,12.33333333,0.05,1.102434395,-1.53935469,0.475
156,B,0.32,3.48,5.25,0,-0.355719923,0.925975543,0.32
156,T,0.347826087,1.695652174,6.666666667,0.239130435,0.214819914,-1.036483915,0.369565217
156,A,0.428571429,1.428571429,10.75,0.346938776,-0.216870883,-1.53935469,0.265306122
156,S,0.135135135,1.567567568,5,0.108108108,1.692811999,-2.173477241,0.594594595
157,B,0.254237288,3.423728814,28,0.033898305,0.141987789,3.019686774,0.338983051
157,T,0.40625,1.546875,20.33333333,0.3125,-0.420205549,0.483196574,0.25
157,A,0.421052632,1.368421053,9.6,0.385964912,0.378779162,-0.785048527,0.228070175
157,S,0.32,1.28,8.8,0.3,1.275879475,-2.173477241,0.44
158,B,0.273972603,2.876712329,17.25,0.04109589,-1.875021055,1.308662705,0.424657534
158,T,0.216216216,1.945945946,11.33333333,0.081081081,-1.974980871,-1.036483915,0.445945946
158,A,0.34375,1.78125,20.33333333,0.234375,-0.930788856,-0.402361365,0.296875
158,S,0.2,1.866666667,14,0.111111111,1.492371575,0.36301296,0.533333333
159,B,0.292307692,2.707692308,15.25,0.138461538,-0.318377758,2.888435,0.307692308
159,T,0.25,2.078125,20.33333333,0.15625,-0.214677267,1.368754512,0.46875
159,A,0.435483871,1.596774194,19.66666667,0.35483871,-0.003213586,-0.27110959,0.322580645
159,S,0.266666667,1.716666667,14,0.133333333,0.214090224,0.423104767,0.333333333
160,B,0.207142857,3.1,45.33333333,0.021428571,-2.230826411,3.653809325,0.442857143
160,T,0.367088608,1.746835443,25,0.253164557,1.831053678,0.231761186,0.379746835
160,A,0.358695652,1.358695652,45,0.293478261,0.769116607,-0.211017783,0.326086957
